Site,geographic,local_name,reef_type,Y,X,Acanthurus blochii,Acanthurus guttatus,Acanthurus leucocheilus,Acanthurus lineatus,Acanthurus maculiceps,Acanthurus nigricans,Acanthurus nigricauda,Acanthurus nigroris,Acanthurus olivaceus,Acanthurus pyroferus,Acanthurus triostegus,Acanthurus xanthopterus,Aethaloperca rogaa,Aphareus furca,Aphareus Furca2,Aprion virescens,Balistapus undulatus,Balistoides viridescens,Bolbometopon muricatum,Caesio caerulaurea,Calotomus carolinus,Carangoides ferdau,Carangoides orthogrammus,Caranx lugubris,Caranx melampygus,Caranx sexfasciatus,Cephalopholis argus,Cephalopholis leopardus,Cephalopholis urodeta,Cetoscarus bicolor,Chaetodon lunulatus,Cheilinus digrammus,Cheilinus fasciatus,Cheilinus trilobatus,Cheilinus undulatus,Chlorurus bleekeri,Chlorurus frontalis,Chlorurus japanensis,Chlorurus microrhinos,Chlorurus sordidus,Chlorurus Sordidus3,Coris aygula,Ctenochaetus striatus,Ctenochaetus strigosus,Elagatis bipinnulata,Epibulus insidiator,Epinephelus hexagonatus,Epinephelus howlandi,Epinephelus merra,Epinephelus spilotoceps,Gnathodentex aureolineatus,Gomphosus varius,Gracila albomarginata,Gymnosarda unicolor,Hemigymnus fasciatus,Hemigymnus melapterus,Hipposcarus longiceps,Kyphosus cinerascens,Kyphosus vaigiensis,Lethrinus erythropterus,Lethrinus harak,Lethrinus obsoletus,Lethrinus olivaceus,Lethrinus xanthochilus,Lutjanus argentimaculatus,Lutjanus bohar,Lutjanus ehrenbergi,Lutjanus fulvus,Lutjanus gibbus,Lutjanus kasmira,Lutjanus monostigma,Lutjanus semicinctus,Macolor macularis,Macolor niger,Melichthys vidua,Monodactylus argenteus,Monotaxis grandoculis,Mulloidichthys flavolineatus,Mulloidichthys vanicolensis,Myripristis adusta,Myripristis berndti,Myripristis murdjan,Myripristis sp  Holocentridae ,Naso annulatus,Naso brevirostris,Naso caesius,Naso lituratus,Naso unicornis,Naso vlamingii,Neoniphon sammara,Neoniphon sp  Holocentridae ,Paracirrhites spp ,Parupeneus barberinoides,Parupeneus barberinus,Parupeneus bifasciatus,Parupeneus cyclostomus,Parupeneus indicus,Parupeneus insularis,Parupeneus multifasciatus,Pempheris oualensis,Platax teira,Plectorhinchus albovittatus,Plectorhinchus lineatus,Polydactylus sexfilis,Pseudobalistes flavimarginatus,Pygoplites diacanthus,Sargocentron sp,Sargocentron tiere,Scarus altipinnis,Scarus dimidiatus,Scarus festivus,Scarus flavipectoralis,Scarus forsteni,Scarus frenatus,Scarus ghobban,Scarus globiceps,Scarus niger,Scarus oviceps,Scarus psittacus,Scarus rivulatus,Scarus rubroviolaceus,Scarus schlegeli,Scarus sp,Scarus spinus,Scolopsis lineata,Scolopsis sp ,Scomberomorus commerson,Selar crumenophthalmus,Siganus argenteus,Siganus doliatus,Siganus puellus,Siganus punctatus,Siganus randalli,Siganus spinus,Sphyraena qenie,Variola louti,Zebrasoma scopas,Zebrasoma veliferum
KOS-03,Walung Point,Buoy-27,Outer,5.28946583,162.9023588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671246906,0,0,0,0,0,0,0,0,0.283264801,0,0,0,0.270635465,0,0,0,0,0,1.203029139,0,0,0.757201482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524163467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241108529,0,0,0,0.636543644,0,0,0,0.821117501,0,0,0.390322425,0,0,0,0.565359326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-03,Walung Point,Buoy-27,Outer,5.28946583,162.9023588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612744035,0,0,0.358373076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217478987,0,0,0,0,0,0,0,0.399582815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-04,Walung Point,Buoy-29,Outer,5.296150047,162.8979891,0,0,0,0,0,0.478775132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415034723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444232368,0,0,0.090264098,0.317341246,0,0,0.278083007,0,0,0,0.065472092,0,0,0,0,0.249968413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-04,Walung Point,Buoy-29,Outer,5.296150047,162.8979891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113262112,0,0,0,0,0.052038429,0,0,0,0,0.043090272,0.022356538,0,0,0.233435582,0,0,0.253155282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013458401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009870479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-04,Walung Point,Buoy-29,Outer,5.296150047,162.8979891,0,0,0,0,0,0.053850288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010539559,0,0,0,0,0,0,0,0.09725567,0,0,0,0,0,0,0,0,0,0,0.106074944,0,0,0.194406686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190891977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069753865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52701877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-04,Walung Point,Buoy-29,Outer,5.296150047,162.8979891,0,0,0,0,0,0.14692238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139571618,0,0,0,0,0.052038429,0,0,0,0,0,0.167346947,0,0,0.272670646,0,0,0.054843354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289660063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344286687,0,0,0,0,0,0.376471692,0.06539203,0,0,0,0,0,0.200730042,0,0,0,0,0,0,0,0,0,0,0.331383236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-04,Walung Point,Buoy-29,Outer,5.296150047,162.8979891,0,0,0,0,0,0.058891288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132442017,0,0,0,0,0,0.464336067,0,0,0.214276587,0,0,0.493427837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.134618682,0,0,0,0,0,0,0,0,0,0.08587145,0.10648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096934425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-04,Walung Point,Buoy-29,Outer,5.296150047,162.8979891,0,0,0,0,0,0.126027486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09725567,0,0,0,0.291898756,0,0,0,0,0,0,0.022356538,0,0,0.224846982,0,0,0.191276307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036247297,0,0,0,0,0,0,0.041621589,0,0,0,0,0.034838292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-04,Walung Point,Buoy-29,Outer,5.296150047,162.8979891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09725567,0,0,0,0,0,0,0,0,0,0,0.389477288,0,0,0.079093977,0,0,0.034108369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317832024,0,0.556503634,0,0,0,0.53256436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239508972,0,0,0,0,0,0,0,0,0,0,0,0.217478987,0,0,0,0,0,0.215545171,0.125939004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-04,Walung Point,Buoy-29,Outer,5.296150047,162.8979891,0,0,0,0,0,0,0,0,0,0.131095313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459562704,0,0,0,0,0,0,0.103564864,0,0,0.094314125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521443873,0,0,0,0,0,1.464263464,0,0,0,0,0,0,0,0,0,0.125490564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-04,Walung Point,Buoy-29,Outer,5.296150047,162.8979891,0,0,0,0,0,0.013838068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542927479,0,0,0.196640042,0,0,0.469735571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988454824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149492374,0,0,0,0,0,0,0,0,0.302990623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041621589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-04,Walung Point,Buoy-29,Outer,5.296150047,162.8979891,0,0,0,0,0,0.035779347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15755905,0,0,0.328953249,0,0,0.592570046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229924697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069680092,0.06539203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065472092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-04,Walung Point,Buoy-29,Outer,5.296150047,162.8979891,0,0,0,0,0,0,0,0,0,0.090248139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196049098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119457692,0,0,0.420255332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302643919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050808114,0,0,0,0,0,0,0,0,0,0,0,0,0.09129329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22609408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-04,Walung Point,Buoy-29,Outer,5.296150047,162.8979891,0,0,0,0,0,0,0,0,0,0.058891288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280107793,0,0,0.082548517,0,0,0.082755563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322122472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08018804,0.220286986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-05,West,Buoy-35,Outer,5.320633362,162.9251359,0,0,0,0,0,0.046382664,0,0,0,0,0,0,0,1.120343424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218772278,0,0,0,0,0,0,0,0,0,0,0.293905578,0,0,0.074948994,0,0,0,0,0,0,0,0,0,0,0,0.231570844,0,0,0,0,0,0,0,0,0,0,0.108102956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63905303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-05,West,Buoy-35,Outer,5.320633362,162.9251359,0,0,0,0,0,0.128544675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2282799,0,0.171200143,0,0,0,0.226201469,0,0,0,0,0,0,0.350680202,0,0,0.239682676,0,0,0.150588512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.159625761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109448789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-05,West,Buoy-35,Outer,5.320633362,162.9251359,0,0,0,0,0,0.112635044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190545532,0,0,0,0,0,0.222130341,0,0,0.140226162,0,0,0,0,0,0,0,0,0,0,0,0,0.243885566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-05,West,Buoy-35,Outer,5.320633362,162.9251359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122210875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147530368,0.522262309,0,0,0,0,0,0.22270381,0,0,0.181419894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225322816,0,0,0,0,0,0,0,0.123132003,0,0,0,0.17619596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10148991,0,0,0.156912093,0,0,0.249968413,0,0.458338775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-05,West,Buoy-35,Outer,5.320633362,162.9251359,0,0,0,0,0,0.105273952,0,0,0,0,0,0,0,0.087323898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106894416,0.220851561,0,0,0,0,0,0.293905578,0,0,0.285657438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282346151,0,0,0,0,0,0,0.149214056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172630098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371783722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-05,West,Buoy-35,Outer,5.320633362,162.9251359,0,0,0,0,0,0.058891288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43852187,0,0,0.227263379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624021237,0.368083176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71905809,0,0,0,0,0,0,0,0,0,0.595696637,0,0,0,0,0.03010287,0,0,0.123132003,0,0,0,0,0.2097656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628982073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-05,West,Buoy-35,Outer,5.320633362,162.9251359,0,0,0,0,0,0.159277622,0,0,0,0.090248139,0,0,0,0.165372457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113262112,0,0,0,0,0,0,0,0,0,0,0.329623046,0,0,0.23636771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018896368,0.12326391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184672403,0,0,0.132547019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-05,West,Buoy-35,Outer,5.320633362,162.9251359,0,0,0,0,0,0.058891288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194046606,0,0,0,0,0,0,0,0,0,0,0.42439205,0,0,0.269055844,0.036078161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061890236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067990952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434962546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-05,West,Buoy-35,Outer,5.320633362,162.9251359,0,0,0,0,0,0.166073136,0,0,0,0,0,0,0,0.072705465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126113103,0,0,0,0,0,0,0,0,0,0.322449184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127545824,0,0,0,0,0,0.73672851,0,0,0,0,1.004455771,0,0,0,0,0,0,0,0,0,0.345260196,0,0,0,0,0,0,0,0,0,0,0,0,0.10648,0,0,0,0,0,0.229194869,0,0,0,0,0,0,0,0,0,0,0.359798974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-05,West,Buoy-35,Outer,5.320633362,162.9251359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43271102,0,0,0.179186538,0.036078161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.702007955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317071425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-05,West,Buoy-35,Outer,5.320633362,162.9251359,0,0,0,0,0,0.117941358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176518843,0,0,0,0,0,0,0,0,0.364890989,0,0,0.099750862,0,0,0,0,0,0,0,0,0.333407385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448477122,0,0,0,0,0,0,0,0,0,0,0,0.055854316,0.10648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988742821,0,0,0,0,0,0,0,0,0,0,0,0
KOS-05,West,Buoy-35,Outer,5.320633362,162.9251359,0,0,0,0,0,0.046382664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276931938,0,0,0.40403352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260630458,0,0,0,0,0,0,0,0,0,0,0.657103693,0,0,0,0,0,0,0,0,0,2.234093125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-06,East,Buoy-4,Outer,5.311155562,163.0375079,0,0,0,0,0,0.199655852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65847853,0,0,0.621351479,0,0.187931108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358380237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398407169,0,0,0,0,0,0,0,0,0,0.10539983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-06,East,Buoy-4,Outer,5.311155562,163.0375079,0,0,0,0,0,1.122858533,0,0,0,0,0,0,0,0.294123308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78166093,0,0,0.33846705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.337889804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679862501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-06,East,Buoy-4,Outer,5.311155562,163.0375079,0,0,0,0,0,0.190634473,0,0,0,0,0,0,0,0.087323898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478249162,0,0,0.508473197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-06,East,Buoy-4,Outer,5.311155562,163.0375079,0,0,0,0,0,0.286561488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45530974,0,0,0.59536027,0,0,0,0,0,0,0,0,0,0,0,0.186740694,0,0,0.524163467,0,0,0,0,0,0,0,0,0,1.076510682,0,0,0.261915251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003677379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617831085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-06,East,Buoy-4,Outer,5.311155562,163.0375079,0,0,0,0,0,0.344205607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526109742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124854851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-06,East,Buoy-4,Outer,5.311155562,163.0375079,0,0,0,0,0,0.092765328,0,0,0,0,0,0,0,0.280085856,0,0,0,0,0,0,0,0,0,0,0,0,0.628649474,0,0,0,0,0,0,0,0,0,0,0,0,0.086683537,0,0,0.693957568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645432802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-06,East,Buoy-4,Outer,5.311155562,163.0375079,0,0,0,0,0,0.263447791,1.369843181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052038429,0,0,0,0,0,0.103564864,0,0,0.416200951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180193263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-06,East,Buoy-4,Outer,5.311155562,163.0375079,0,0,0,0,0,0.3397739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919222699,0,0,0,0.526238394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181028523,0,0,0,0,0,0,0,0,0.113930184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321482264,0,0,0,0,0,0,0,0,0,0,0,0,0.06539203,0,0,0,0,0,0,0,0,0,0,0,0,0.687424315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-06,East,Buoy-4,Outer,5.311155562,163.0375079,0.86809083,0,0,0,0,0.800996033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312309761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583204805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055220487,0,0,0,0,0,0,0,0.255022601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186753599,0,0,0,0.292863657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOS-06,East,Buoy-4,Outer,5.311155562,163.0375079,0,0,0,0,0,0.65744774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190248401,0,0,3.70342156,0,0,0.574002939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449978746,0,0,0,0,0.456887523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197882576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
