"Site_SPC_year","site","SPC_Rep","year","Observer","Lat","Lon","site_year","geographic","Acanthurus.blochii","Acanthurus.guttatus","Acanthurus.lineatus","Acanthurus.maculiceps","Acanthurus.nigricauda","Acanthurus.xanthopterus","Aphareus.furca","Caesio.caerulaurea","Calotomus.carolinus","Carangoides.ferdau","Carangoides.orthogrammus","Caranx.lugubris","Caranx.melampygus","Cephalopholis.argus","Cephalopholis.urodeta","Cheilinus.trilobatus","Cheilinus.undulatus","Chlorurus.bleekeri","Chlorurus.frontalis","Chlorurus.microrhinos","Chlorurus.sordidus","Ctenochaetus.striatus","Elagatis.bipinnulata","Epinephelus.hexagonatus","Epinephelus.howlandi","Epinephelus.spilotoceps","Hipposcarus.longiceps","Kyphosus.cinerascens","Kyphosus.vaigiensis","Lethrinus.harak","Lethrinus.olivaceus","Lethrinus.xanthochilus","Lutjanus.argentimaculatus","Lutjanus.bohar","Lutjanus.fulvus","Lutjanus.gibbus","Lutjanus.monostigma","Lutjanus.semicinctus","Macolor.macularis","Macolor.niger","Monotaxis.grandoculis","Mulloidichthys.vanicolensis","Myripristis.adusta","Myripristis.sp","Naso.lituratus","Naso.unicornis","Naso.vlamingii","Parupeneus.barberinus","Parupeneus.trifasciatus","Pempheris.oualensis","Sargocentron.tiere","Scarus.dimidiatus","Scarus.forsteni","Scarus.frenatus","Scarus.ghobban","Scarus.oviceps","Scarus.psittacus","Scarus.rivulatus","Scarus.rubroviolaceus","Selar.crumenophthalmus","Siganus.argenteus","Siganus.doliatus","Siganus.punctatus"
"KOS-01 11 2017","KOS-01",11,2017,"SM",5.26535094625,162.980515678,"KOS-01 2017","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88691540523548,1.07631434624169,0,0,0,0,0,0,0.624021236568098,0,0,0,0,0,0,0,0,0,0,0,0,0.281671690587111,0,0,0,0.679862501168789,0,1.61855280035153,0,0,0,0,0,0.403807158708706,0,0.597169905726319,0,0,0,0,0,0,0,0
"KOS-01 11 2019","KOS-01",11,2019,"PH",5.26535094625,162.980515678,"KOS-01 2019","Southeast Corner",0.294582290664989,0,0,0,0.396122906425286,0,0.119644916703194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222130340979678,0.555513234048368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 12 2012","KOS-01",12,2012,"BMT",5.26535094625,162.980515678,"KOS-01 2012","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457242701909252,0.508786489348716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199486906085382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 12 2015","KOS-01",12,2015,"MM",5.26535094625,162.980515678,"KOS-01 2015","Southeast Corner",0,0,0,0,0,0.203832046944141,0,0,0,0,0,0,0,0.0762208403942126,0.0388731179617948,0,0,0,0,0,0,0.385492993514515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128395079637542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 12 2017","KOS-01",12,2017,"SM",5.26535094625,162.980515678,"KOS-01 2017","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671284186433475,0,0,0,0.252503414976992,0,0.523491208906716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217581047390569,0,0,0,0.719296325532398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258160206176142,0,0,0,0.134729171649231
"KOS-01 12 2019","KOS-01",12,2019,"PH",5.26535094625,162.980515678,"KOS-01 2019","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222130340979678,3.31446007989129,0,0,0,0,1.50044964299644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287052565187615,0,0,0,0,0,0,0,0,0,0,0.626247121877328,0,0,0,0,0,0,0
"KOS-01 2 2012","KOS-01",2,2012,"BMT",5.26535094625,162.980515678,"KOS-01 2012","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710359963625639,0.135844068135069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131049395244334,0,0,0,0,0,0,0,0,0,0
"KOS-01 2 2015","KOS-01",2,2015,"MM",5.26535094625,162.980515678,"KOS-01 2015","Southeast Corner",0,0,0,0,0,0.203832046944141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518798019281683,0.373936429078726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 2 2017","KOS-01",2,2017,"SM",5.26535094625,162.980515678,"KOS-01 2017","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532824932214,0.55393150511171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232550291867535,0,0,0,0,0,0,0,0.679862501168789,0,0,0,0,0,0,0,0,0,0,0.271907129645825,0,0,0.49001713158059,0,0,0,0.134729171649231
"KOS-01 2 2019","KOS-01",2,2019,"PH",5.26535094625,162.980515678,"KOS-01 2019","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254272660034548,0,0,0.480955803666558,0.358373073449419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197882576058018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 3 2012","KOS-01",3,2012,"BMT",5.26535094625,162.980515678,"KOS-01 2012","Southeast Corner",0,0,0,0,0,0,0.103788678328452,0,0,0,0,0,0.220159628087944,0,0,0,0,0,0,0,0.625152822547902,0.185171078016123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 3 2015","KOS-01",3,2015,"MM",5.26535094625,162.980515678,"KOS-01 2015","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388731179617948,0,0.786429854782921,0,0,0,0.247330637553398,0.107419390074561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18048404302526,0,0,0,0,0,0,0,0.885022060097667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 3 2017","KOS-01",3,2017,"SM",5.26535094625,162.980515678,"KOS-01 2017","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194046606117681,0,0,0,0,0,1.1351083133465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09123147411485,0,0,0.447228450977976,0.361427267847423,0,0,0,0.477872020289599,0,0.513412997118859
"KOS-01 3 2019","KOS-01",3,2019,"PH",5.26535094625,162.980515678,"KOS-01 2019","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207390806487806,0,0,0,0,0.38684851209862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321482264308928,0,0,0,0,0,0,0,0,0,0,0.626247121877328,0,0,0,0,0,0,0
"KOS-01 4 2012","KOS-01",4,2012,"BMT",5.26535094625,162.980515678,"KOS-01 2012","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69927344658222,0,0,0,0,0,0.167534532685461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318285932512936,0,0,0,0,0,0.679862501168789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 4 2015","KOS-01",4,2015,"MM",5.26535094625,162.980515678,"KOS-01 2015","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112252781962857,0,0,0,0,0.374646329332583,0.035806463358187,0,0,0,0,0,0,0.0890323931538561,0,0,0,0,0,0,0,0.36436184046128,0,0,0,0,0,0,0,0.347374949785531,0,0.226482365704717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 4 2017","KOS-01",4,2017,"SM",5.26535094625,162.980515678,"KOS-01 2017","Southeast Corner",0,0,0,0,0.176120127098264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572489101159728,0.55393150511171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358380236859861,0,0,0,0,0,0,0,0,0,0,0,0.21870618178472,0,0.330525724323776,0,0,0,0
"KOS-01 4 2019","KOS-01",4,2019,"PH",5.26535094625,162.980515678,"KOS-01 2019","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47572886712076,0.418101919024322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599350710341951,0,0,0,0,0,0,0,0,0
"KOS-01 5 2012","KOS-01",5,2012,"BMT",5.26535094625,162.980515678,"KOS-01 2012","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318430189904979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297190871681127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 5 2015","KOS-01",5,2015,"MM",5.26535094625,162.980515678,"KOS-01 2015","Southeast Corner",0,0,0.141441990525132,0,0,0,0,0,0,0,0,0,0,0.02517046609412,0,0,0,0,0,0,0.0866835366426151,0.035806463358187,0,0,0,0,0,0,0.118512472369549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149492373727513,1.45012612000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 5 2017","KOS-01",5,2017,"SM",5.26535094625,162.980515678,"KOS-01 2017","Southeast Corner",0,0,0.120122878074111,0,0.176120127098264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625152822547902,0,0,0,0,0,0,0,0,0,0,1.12474270950495,0,0,0,0,0.205435137999467,0,0,0,0,0,0,0,0,0,0.886421068526199,0,0.502477529569465,0,0,0,0,0,0,0,0,0,0,0,0,0.0933650965001288,0
"KOS-01 5 2019","KOS-01",5,2019,"PH",5.26535094625,162.980515678,"KOS-01 2019","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760795578423246,0.925345088250528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578970878670625,0,0
"KOS-01 6 2012","KOS-01",6,2012,"BMT",5.26535094625,162.980515678,"KOS-01 2012","Southeast Corner",0,0,0,0,0,0,0.217699780719164,0,0,0,0,0,0,0,0,0.0642660609052689,0,0,0,0,0.03760579597187,0.280356882205585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149492373727513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 6 2015","KOS-01",6,2015,"MM",5.26535094625,162.980515678,"KOS-01 2015","Southeast Corner",0,0,1.17135458320631,0,0,0,0,0,0,0,0,0,0,0,0,0.0642660609052689,0,0,0,2.02107705045453,0.287962792689968,0,0,0,0,0,0,0,0.219770542930549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 6 2017","KOS-01",6,2017,"SM",5.26535094625,162.980515678,"KOS-01 2017","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1226273181902,0,0,0,0,0,0,0,0,0,0,0.966108610628422,0,0,0,0,0.261915250689168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488650145933496,0,0,0,0,0,0.428772078937929,0,0,0,0
"KOS-01 6 2019","KOS-01",6,2019,"PH",5.26535094625,162.980515678,"KOS-01 2019","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760795578423246,0.555513234048368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287052565187615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 7 2012","KOS-01",7,2012,"BMT",5.26535094625,162.980515678,"KOS-01 2012","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0.66722996720754,0,0,0,0,0,0,0.466196476449547,0.135844068135069,0,0,0,0,0,0,1.0731761114809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225322815916459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 7 2015","KOS-01",7,2015,"MM",5.26535094625,162.980515678,"KOS-01 2015","Southeast Corner",0,0,0.989511371330306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02107705045453,0.340282062783697,0.140226160904522,0,0,0,0,0,0,0,0,0,0.757120588078624,0,0,0,0,0,0,0,0,0,0,0,0,0.757207701351517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 7 2017","KOS-01",7,2017,"SM",5.26535094625,162.980515678,"KOS-01 2017","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150165781972395,0,0,0,0,0,0.957102324308023,0.739102583127833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679862501168789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455380575043619,0,0,0,0
"KOS-01 7 2019","KOS-01",7,2019,"PH",5.26535094625,162.980515678,"KOS-01 2019","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32535775443433,0.449693962064401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588020745942841,0,0,0,0,0,0,0,0,0.752145557617627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445819037867612,0,0
"KOS-01 8 2012","KOS-01",8,2012,"BMT",5.26535094625,162.980515678,"KOS-01 2012","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782927498245183,0,0,0,0,0.32967853497325,0.454074306183378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381374067917347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 8 2015","KOS-01",8,2015,"MM",5.26535094625,162.980515678,"KOS-01 2015","Southeast Corner",0,0,0.120122878074111,0,0,0,0,0,0,0,0,0,0,0,0,0.05203842946655,0,0,0,0,1.34460082283894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149492373727513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 8 2017","KOS-01",8,2017,"SM",5.26535094625,162.980515678,"KOS-01 2017","Southeast Corner",0,0,0.261564868599243,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4778779483986,0,0,0.326956029250392,1.75225850756555,0.673389196261516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232550291867535,0,0,0,0.317832024462952,0,0,0,0.719296325532398,1.0264407775055,0,0,0,0,0,0,0,0,0,0,0,0,0.371265101257712,0,0,0,0
"KOS-01 8 2019","KOS-01",8,2019,"PH",5.26535094625,162.980515678,"KOS-01 2019","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17321412606226,0.938494373708036,0.925855390080613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 9 2012","KOS-01",9,2012,"BMT",5.26535094625,162.980515678,"KOS-01 2012","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33983282318498,0,0,0,0,0,0.364273675278199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117498620469751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 9 2015","KOS-01",9,2015,"MM",5.26535094625,162.980515678,"KOS-01 2015","Southeast Corner",0,0,0.238238040637455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312827278602746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149492373727513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 9 2017","KOS-01",9,2017,"SM",5.26535094625,162.980515678,"KOS-01 2017","Southeast Corner",0,0,0,0,0,0,0,0,0,0,0,0,1.22759059323213,0.856929374471747,0,0,0,0,0,0,0.588292420566632,0.40403351775691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248288546492078,0,0,0,0.39781406122347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-01 9 2019","KOS-01",9,2019,"PH",5.26535094625,162.980515678,"KOS-01 2019","Southeast Corner",0,0,0.283355226624019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08675254508055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261915250689168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-03 1 2012","KOS-03",1,2012,"BMT",5.28946582969,162.902358801,"KOS-03 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230449310451239,0.258581141255737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03689011425919,0,0,0,0,0,0,0,0,0,0,0.356350255084379,0,0,0,0,0,0,0,0,0,0,0
"KOS-03 1 2015","KOS-03",1,2015,"MM",5.28946582969,162.902358801,"KOS-03 2015","Walung Point",0,0,0.240245756148222,0,0,0,0,0,0,0,0,0,0,0.464235582790679,0,0,0,0,0,0,0.312532747230237,0.272516424060617,0,0,0,0,0,0.148501321475317,0,0,0,0,0,0,0,0,0.221894030736166,0.297190871681127,0,0,0,0,0,0,0.576872200820081,0,0,0,0.230754932581554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-03 1 2017","KOS-03",1,2017,"SM",5.28946582969,162.902358801,"KOS-03 2017","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73455432980764,0.766064764222924,0,0,0,0,0,0,0,0,0,0,0,0,0.180193262869416,0,0.205435137999467,0,0,0,0.18944689704813,10.377456806453,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45070951441927,0,0,0,0,0,0,0
"KOS-03 1 2019","KOS-03",1,2019,"PH",5.28946582969,162.902358801,"KOS-03 2019","Walung Point",0,0,0,0,0,0,0.995571272571478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253598526141082,0.451289398080496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-03 10 2012","KOS-03",10,2012,"BMT",5.28946582969,162.902358801,"KOS-03 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1040768589331,0,0,0,0,0.266314581292326,0.134677839252303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-03 10 2015","KOS-03",10,2015,"MM",5.28946582969,162.902358801,"KOS-03 2015","Walung Point",0,0,0,0,0,0.309310612824981,0.059822458351597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232811699912584,0,0,0,0,0,0,0.831789482275434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17123474393593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-03 10 2017","KOS-03",10,2017,"SM",5.28946582969,162.902358801,"KOS-03 2017","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54789088030704,0.774838022411582,0,0,0,0,0,1.43692359636716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403807158708706,0,0,1.47976581636076,0.249983681912483,0,0.330525724323776,0,0,0,0
"KOS-03 10 2019","KOS-03",10,2019,"PH",5.28946582969,162.902358801,"KOS-03 2019","Walung Point",0,0,0,0,0,0,0.247579592396606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888521363918712,0.238915382299613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395765152116036,0,0.381374067917347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-03 11 2012","KOS-03",11,2012,"BMT",5.28946582969,162.902358801,"KOS-03 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827869856579151,0,0,0,0,0,0.454208649705485,0.166199744784647,0,0,0,0,0,0,0,0,0,0,0,0.0501146427949585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459232279233046,0,0,0,0,0,0,0,0,0,0,0
