"Site_SPC_year","site","SPC_Rep","year","Observer","Lat","Lon","site_year","geographic","Acanthurus.blochii","Acanthurus.guttatus","Acanthurus.lineatus","Acanthurus.maculiceps","Acanthurus.nigricauda","Acanthurus.xanthopterus","Aphareus.furca","Caesio.caerulaurea","Calotomus.carolinus","Carangoides.ferdau","Carangoides.orthogrammus","Caranx.lugubris","Caranx.melampygus","Cephalopholis.argus","Cephalopholis.urodeta","Cheilinus.trilobatus","Cheilinus.undulatus","Chlorurus.bleekeri","Chlorurus.frontalis","Chlorurus.microrhinos","Chlorurus.sordidus","Ctenochaetus.striatus","Elagatis.bipinnulata","Epinephelus.hexagonatus","Epinephelus.howlandi","Epinephelus.spilotoceps","Hipposcarus.longiceps","Kyphosus.cinerascens","Kyphosus.vaigiensis","Lethrinus.harak","Lethrinus.olivaceus","Lethrinus.xanthochilus","Lutjanus.argentimaculatus","Lutjanus.bohar","Lutjanus.fulvus","Lutjanus.gibbus","Lutjanus.monostigma","Lutjanus.semicinctus","Macolor.macularis","Macolor.niger","Monotaxis.grandoculis","Mulloidichthys.vanicolensis","Myripristis.adusta","Myripristis.sp","Naso.lituratus","Naso.unicornis","Naso.vlamingii","Parupeneus.barberinus","Parupeneus.trifasciatus","Pempheris.oualensis","Sargocentron.tiere","Scarus.dimidiatus","Scarus.forsteni","Scarus.frenatus","Scarus.ghobban","Scarus.oviceps","Scarus.psittacus","Scarus.rivulatus","Scarus.rubroviolaceus","Selar.crumenophthalmus","Siganus.argenteus","Siganus.doliatus","Siganus.punctatus"
"KOS-03 7 2019","KOS-03",7,2019,"PH",5.28946582969,162.902358801,"KOS-03 2019","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548254114548912,0,0,0,0,0,0.365918635312508,0.2997959747096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218575881821986,0,0,0,0,0,0,0,0.217478987248231,0,0,0,0,0,0.605990991771783,0,0,0,0,0
"KOS-03 8 2012","KOS-03",8,2012,"BMT",5.28946582969,162.902358801,"KOS-03 2012","Walung Point",0,0,0,0,0,0,0.422787546091822,0,0,0,0,0,0,0,0.310918511967602,0.0782927498245183,0,0,0,0,0.595299770996255,0.185171078016123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403807158708706,0,0,0,0,0,0,0,0,0,0
"KOS-03 8 2015","KOS-03",8,2015,"MM",5.28946582969,162.902358801,"KOS-03 2015","Walung Point",0,0,0,0,0,0,0.217699780719164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533582638543075,0.473574141338634,0,0,0,0,0,0,0.75051818676999,0,0,0,0,0,0,0,0,0,0,0,1.16303920288294,0,0,0,0.149492373727513,0,0,0,0,0,0,0.164081842668616,0,0,0,0,0,0,0,0,0,0,0
"KOS-03 8 2017","KOS-03",8,2017,"SM",5.28946582969,162.902358801,"KOS-03 2017","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03546689147908,1.58048866069724,0,0,0,0,0,3.10519664616796,0,0,0,2.1791868288677,3.31015025280286,0,0,0,0,0,0,0,0,0,0,0,1.02024799169145,0,0,0,0,0,0,0,0,0,0,0.271907129645825,0,0,0,0,0,0,0
"KOS-03 8 2019","KOS-03",8,2019,"PH",5.28946582969,162.902358801,"KOS-03 2019","Walung Point",0,0,0,0,0,0,0.435399561438328,0,0,0,0,0,0,0,0,0,0,0,0,0.369212110280287,0,0.449693962064401,0,0,0.436474466245764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50988791504269,0,0,0,0.57410513037523,0,0,0,0,0,0,0,0,0,0,0,0,0.305186127371645,0,0,0,0,0
"KOS-03 9 2012","KOS-03",9,2012,"BMT",5.28946582969,162.902358801,"KOS-03 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05203842946655,0,0,0,0,0.160382640269928,0.302212371937765,0,0,0,0,0,0,0,0,0,0,0,0,0.133804763909447,0,0,0,0,0,0,0,0,0.305898892515545,0,0,0,0,0,0,0,0.248018079735763,0,0,0,0,0,0,0,0,0,0,0
"KOS-03 9 2015","KOS-03",9,2015,"MM",5.28946582969,162.902358801,"KOS-03 2015","Walung Point",0,0.393285938102151,0,0,0,0,0,0,0,0,0,0,0,0,0.130875856596296,0,0,0,0,0,0.744470285794559,0.280452321809045,0,0,0,0,0,0,0.724114090802796,0,0,0,0,0,0,0,0.618295396511826,0,0,0,1.85455785999868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-03 9 2017","KOS-03",9,2017,"SM",5.28946582969,162.902358801,"KOS-03 2017","Walung Point",0,0,0,0,0,0,0,0,0.671246906268196,0,0,0,0,0,0,0.27063546549355,0,0,0,0,1.2030291383179,0.75720147708092,0,0,0,0,0,0.524163466910259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636543643873117,0,0,0,0,0.390322424689716,0,0,0,0,0
"KOS-03 9 2019","KOS-03",9,2019,"PH",5.28946582969,162.902358801,"KOS-03 2019","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61274403741851,0.358373073449419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217478987248231,0,0,0,0.399582815148456,0,0,0,0,0,0,0
"KOS-04 1 2012","KOS-04",1,2012,"BMT",5.29615004705,162.897989102,"KOS-04 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415034721457889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317341246319113,0.27808300715423,0,0,0,0,0,0,0,0,0,0
"KOS-04 10 2012","KOS-04",10,2012,"BMT",5.29615004705,162.897989102,"KOS-04 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113262112324122,0.05203842946655,0,0,0,0.0430902716801376,0.0223565383331574,0.233435581330294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987047922225452,0,0,0,0,0,0,0
"KOS-04 11 2012","KOS-04",11,2012,"BMT",5.29615004705,162.897989102,"KOS-04 2012","Walung Point",0,0,0,0,0,0,0,0,0.0105395586004996,0,0,0,0,0,0.0972556697133913,0,0,0,0,0,0.106074944510473,0.194406684827206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190891976720571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-04 12 2012","KOS-04",12,2012,"BMT",5.29615004705,162.897989102,"KOS-04 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139571618987003,0.05203842946655,0,0,0,0,0.167346947212775,0.272670643994391,0,0,0,0,0,0,0,0,0,0,0,0,0.289660063376433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06539203,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-04 2 2012","KOS-04",2,2012,"BMT",5.29615004705,162.897989102,"KOS-04 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132442016697174,0,0,0,0,0.464336067006859,0.214276586320302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13461868148436,0,0,0.10648,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-04 3 2012","KOS-04",3,2012,"BMT",5.29615004705,162.897989102,"KOS-04 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972556697133913,0,0,0,0,0,0.0223565383331574,0.2248469810322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362472965342784,0,0,0,0,0,0,0,0,0,0,0
"KOS-04 4 2012","KOS-04",4,2012,"BMT",5.29615004705,162.897989102,"KOS-04 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972556697133913,0,0,0,0,0,0.389477288192453,0.0790939765732841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317832024462952,0.556503634615142,0,0.532564361098384,0,0,0,0,0,0,0,0,0,0,0,0.125939003991476,0,0,0,0,0,0,0
"KOS-04 5 2012","KOS-04",5,2012,"BMT",5.29615004705,162.897989102,"KOS-04 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103564863744774,0.094314124675781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521443872709392,0,0,1.46426346365066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-04 6 2012","KOS-04",6,2012,"BMT",5.29615004705,162.897989102,"KOS-04 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542927479335455,0.196640040989641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988454824608976,0,0,0,0,0,0,0.149492373727513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-04 7 2012","KOS-04",7,2012,"BMT",5.29615004705,162.897989102,"KOS-04 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157559050226093,0.328953248099668,0,0,0,0,0,0,0,0,0,0,0,0,0.229924696825266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06539203,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-04 8 2012","KOS-04",8,2012,"BMT",5.29615004705,162.897989102,"KOS-04 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196049097982037,0,0,0,0,0,0,0.119457691149806,0,0,0,0,0,0,0,0,0,0,0,0,0.302643919381933,0,0,0,0,0,0,0,0,0,0.050808114454827,0,0,0,0,0.09129329,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-04 9 2012","KOS-04",9,2012,"BMT",5.29615004705,162.897989102,"KOS-04 2012","Walung Point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280107792691925,0.0825485169930278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322122472078339,0,0,0,0,0,0,0,0,0,0,0.220286985585973,0,0,0,0,0,0,0
"KOS-05 1 2012","KOS-05",1,2012,"BMT",5.32063336181,162.92513586,"KOS-05 2012","West",0,0,0,0,0,0,1.1203434222663,0,0,0,0,0,0,0,0.218772277786735,0,0,0,0,0,0.293905578070969,0.0749489936774001,0,0,0,0,0,0,0,0,0,0,0,0.108102956381975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63905303,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-05 10 2012","KOS-05",10,2012,"BMT",5.32063336181,162.92513586,"KOS-05 2012","West",0,0,0,0,0,0,0,0,0,0,0,0,0,0.228279900130242,0.171200143345584,0,0,0,0,0,0.350680201672129,0.239682674581391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15962576200867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-05 11 2012","KOS-05",11,2012,"BMT",5.32063336181,162.92513586,"KOS-05 2012","West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190545531787375,0,0,0,0,0.222130340979678,0.140226160904522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-05 12 2012","KOS-05",12,2012,"BMT",5.32063336181,162.92513586,"KOS-05 2012","West",0,0,0,0,0,0,0.122210874908389,0,0,0,0,0,0,0,0,0.522262308625313,0,0,0,0,0.222703809905961,0.181419892887144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225322815916459,0,0,0,0.123132002707834,0,0,0,0,0,0,0,0.156912093110585,0,0,0,0,0,0
"KOS-05 2 2012","KOS-05",2,2012,"BMT",5.32063336181,162.92513586,"KOS-05 2012","West",0,0,0,0,0,0,0.0873238975712355,0,0,0,0,0,0,0,0,0.220851560554305,0,0,0,0,0.293905578070969,0.285657435934454,0,0,0,0,0,0,0.282346151406933,0,0,0,0,0.149214055672529,0,0,0,0,0,0,0,0,0,0,0.172630098350826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-05 3 2012","KOS-05",3,2012,"BMT",5.32063336181,162.92513586,"KOS-05 2012","West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438521871016714,0.227263378260365,0,0,0,0,0,0.624021236568098,0.368083175912904,0,0,0,0,0,0,0,0,0,0,0,0.71905808979624,0,0,0,0.595696637281488,0,0,0,0.123132002707834,0.2097656,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-05 4 2012","KOS-05",4,2012,"BMT",5.32063336181,162.92513586,"KOS-05 2012","West",0,0,0,0,0,0,0.165372457346779,0,0,0,0,0,0,0,0.113262112324122,0,0,0,0,0,0.329623046398126,0.236367709091607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12326391,0,0,0,0,0,0,0.184672403750846,0,0,0,0,0,0
"KOS-05 5 2012","KOS-05",5,2012,"BMT",5.32063336181,162.92513586,"KOS-05 2012","West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194046606117681,0,0,0,0,0,0.424392050602836,0.269055843506716,0,0,0,0,0,0,0,0,0,0,0,0.061890236102856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-05 6 2012","KOS-05",6,2012,"BMT",5.32063336181,162.92513586,"KOS-05 2012","West",0,0,0,0,0,0,0.0727054653922829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322449182449827,0,0,0,0,0,0,0,0,0,0,0,0.127545823843304,0,0,0,0.736728510047148,0,0,1.00445577068946,0,0,0,0.345260196701652,0,0,0,0,0.10648,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-05 7 2012","KOS-05",7,2012,"BMT",5.32063336181,162.92513586,"KOS-05 2012","West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432711020074397,0.17918653672471,0,0,0,0,0,0,0,0,0,1.70200795497335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-05 8 2012","KOS-05",8,2012,"BMT",5.32063336181,162.92513586,"KOS-05 2012","West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176518842868126,0,0,0,0,0,0.364890987437697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448477121182539,0,0,0,0,0.10648,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-05 9 2012","KOS-05",9,2012,"BMT",5.32063336181,162.92513586,"KOS-05 2012","West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276931937030004,0.40403351775691,0,0,0,0,0,0,0,0,0,0,0,0.26063045752706,0,0,0,0,0,0,0.657103693297463,0,0,0,2.23409312376108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-06 1 2012","KOS-06",1,2012,"BMT",5.31115556187,163.037507891,"KOS-06 2012","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65847853111826,0,0.621351478698259,0,0.187931107901292,0,0,0,0,0,0.358380236859861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105399830326445,0,0,0,0
"KOS-06 10 2012","KOS-06",10,2012,"BMT",5.31115556187,163.037507891,"KOS-06 2012","East",0,0,0,0,0,0,0.294123308502655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781660928926015,0.338467048560372,0,0,0,0,0,0,1.33788980414972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679862501168789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-06 11 2012","KOS-06",11,2012,"BMT",5.31115556187,163.037507891,"KOS-06 2012","East",0,0,0,0,0,0,0.0873238975712355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478249162718363,0.508473197095213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-06 12 2012","KOS-06",12,2012,"BMT",5.31115556187,163.037507891,"KOS-06 2012","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455309739902743,0.595360270565488,0,0,0,0,0,0.524163466910259,0,0,0,0,0,0,1.07651067965101,0,0.261915250689168,0,0,0,0,0,0,0,0,0,0,0,1.003677378987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-06 2 2012","KOS-06",2,2012,"BMT",5.31115556187,163.037507891,"KOS-06 2012","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526109742425874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124854850719843,0,0,0,0
"KOS-06 3 2012","KOS-06",3,2012,"BMT",5.31115556187,163.037507891,"KOS-06 2012","East",0,0,0,0,0,0,0.280085855566575,0,0,0,0,0,0,0.628649474341505,0,0,0,0,0,0,0.0866835366426151,0.693957567364838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645432802047476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-06 4 2012","KOS-06",4,2012,"BMT",5.31115556187,163.037507891,"KOS-06 2012","East",0,0,0,0,1.36984318103489,0,0,0,0,0,0,0,0,0,0,0.05203842946655,0,0,0,0,0.103564863744774,0.416200950340654,0,0,0,0,0,0,0,0,0,0,0,0,0.180193262869416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-06 5 2012","KOS-06",5,2012,"BMT",5.31115556187,163.037507891,"KOS-06 2012","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91922269816192,0,0.526238391757896,0,0,0,0,0,0,0.181028522700699,0,0,0,0,0,0.11393018354102,0,0,0,0,0,0,0,0,0,0.321482264308928,0,0,0,0,0.06539203,0,0,0.687424315406143,0,0,0,0,0,0,0,0,0,0
"KOS-06 6 2012","KOS-06",6,2012,"BMT",5.31115556187,163.037507891,"KOS-06 2012","East",0.868090830002868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312309761581659,0,0,0,0,0,0,0,1.58320480604661,0,0,0,0,0,0,0,0,0,0,0,0,0.055220487426637,0,0,0.255022600829637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292863656783461,0,0,0,0
"KOS-06 7 2012","KOS-06",7,2012,"BMT",5.31115556187,163.037507891,"KOS-06 2012","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190248400387389,3.70342156032245,0,0,0,0,0,0,0,0,0,0,0,0,0.449978745877422,0,0,0,0.456887522509605,0,0,0,0,0,0.197882576058018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-06 8 2012","KOS-06",8,2012,"BMT",5.31115556187,163.037507891,"KOS-06 2012","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652459348853718,0.514656542150476,0,0,0,0,0,0,0.736166351825808,0,0,0,0,0,1.66078524627783,0,0,0,0.409563770685653,0,0,0,0,0,0.287052565187615,0,0,0,0.51370423180779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-06 9 2012","KOS-06",9,2012,"BMT",5.31115556187,163.037507891,"KOS-06 2012","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782927498245183,0,0,0,0,0.599855137126138,0.431052587568433,0,0,0,0,0,0,0.42615288395446,0,0,0,0,0,0,0,0,0,0.599128076974221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-07 1 2012","KOS-07",1,2012,"BMT",5.35639957031,162.946988554,"KOS-07 2012","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,1.15922715617032,0,0,0,0,0,0,0.60393585622298,0.298644227874516,0,0,0,0.0978125484580601,0,0,0,0.183925615177254,0,0,0,0.108102956381975,0,0,0,0,0,0,0.598715718784936,0,0,0,0,0,0,0.597028315051253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-07 1 2019","KOS-07",1,2019,"PH",5.35639957031,162.946988554,"KOS-07 2019","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756655075860202,0.2248469810322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-07 10 2012","KOS-07",10,2012,"BMT",5.35639957031,162.946988554,"KOS-07 2012","Northwest Corner",0,0,0,0,0,0,0.142701690525247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285657435934454,0,0,0,0,0,0,0.323268876078938,0,0,0,0,0.112004878897815,0,0,0,0,0,0,0.713740758687884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-07 10 2019","KOS-07",10,2019,"PH",5.35639957031,162.946988554,"KOS-07 2019","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14764409052187,0.451289398080496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399582815148456,0,0,0,0,0,0,0
"KOS-07 11 2012","KOS-07",11,2012,"BMT",5.35639957031,162.946988554,"KOS-07 2012","Northwest Corner",0,0,0,0,0,0,0.103788678328452,0,0,0,0,0,0,0,0,0.156585499649037,0,0,0,0,0.173077429371926,0.0597288455749032,0,0,0,0,0,0,0,0.208156118780358,0,0,0,0.0753983782968097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07762392,0,0.120171472427921,0,0,0,0,0.220348420510423,0,0,0,0,0,0
"KOS-07 11 2019","KOS-07",11,2019,"PH",5.35639957031,162.946988554,"KOS-07 2019","Northwest Corner",0,0,0,0,0.358167028266777,0,0,0,0,0,0.596465682649644,0,0,0,0,0,0,0,0,0,0,0.449693962064401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293615450066068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-07 12 2012","KOS-07",12,2012,"BMT",5.35639957031,162.946988554,"KOS-07 2012","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338089818383617,0.360606429611854,0,0,0,0,0,0,0,0,0,0,0,0.0907616178121059,0,0,0,0,0,0,0,0,0,0,0.197882576058018,0,0,0,0,0,0,0.0571702815314049,0,0,0,0.105248615808139,0,0,0.371265101257712,0,0,0,0
"KOS-07 12 2019","KOS-07",12,2019,"PH",5.35639957031,162.946988554,"KOS-07 2019","Northwest Corner",0,0,0,0,0,0,0.217699780719164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464096499011698,0.462927695040307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232550291867535,0,0,0,0,0,0,0,0.450645631832918,0,0,0,0,0,0,0,0,0,0,0.54381425929165,0,0,0,0,0,0,0
"KOS-07 2 2012","KOS-07",2,2012,"BMT",5.35639957031,162.946988554,"KOS-07 2012","Northwest Corner",0,0,0,0,0,0,0.537184463048583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207129727489548,0.2248469810322,0,0,0,0.114394305878477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160732027188736,0,0,0,0,0,0,0,0
"KOS-07 2 2019","KOS-07",2,2019,"PH",5.35639957031,162.946988554,"KOS-07 2019","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2248469810322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563343381174222,0,0,0,0,0,0,0,0.302990623484083,0,0,0,0,0,0,0.504270853224894,0,0,0,0,0,0,0
"KOS-07 3 2012","KOS-07",3,2012,"BMT",5.35639957031,162.946988554,"KOS-07 2012","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0.570030108093083,0.189759247515754,0,0,0,0,0,0.103564863744774,0.531090732222344,0,0,0,0,0,0,0,0,0,0,0,0.169993192484831,0,0,0,0,0,0,0,0,0,0,0.149492373727513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62898385271158,0
"KOS-07 3 2019","KOS-07",3,2019,"PH",5.35639957031,162.946988554,"KOS-07 2019","Northwest Corner",0,0,0.638830712161012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23617664620259,0,0.587230900132136,0.331553221765282,0,0,0.713740758687884,0,0,0,0.642964528617856,0,0,0,0.230754932581554,0,0,0,0,0,0,0.271907129645825,0,0,0,0,0,0,0
"KOS-07 4 2012","KOS-07",4,2012,"BMT",5.35639957031,162.946988554,"KOS-07 2012","Northwest Corner",0,0,0,0,0,0,0.46527937311577,0,0,0,0,0,0,0.570030108093083,0,0,0,0,0,0,0.130486472531867,0.0749489936774001,0,0,0,0,0,0,0,0,0,0,0,0.0399495316974113,0,0,0,0,0,0,0,0,0,0,0.128395079637542,0,0,0,0.230754932581554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-07 4 2019","KOS-07",4,2019,"PH",5.35639957031,162.946988554,"KOS-07 2019","Northwest Corner",0,0,0,0,0,0,0,0,0.296675471265778,0,0,0,0,0,0,0,0,0,0,0,0,0.780360215080568,0,0,0,0,0,0.355023788460275,0,0,0.803108977991922,0,0,0,0,0,0.94908750733045,0,0,0,0,0,0,0,0.642964528617856,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3739013097222,0,0,0,0
"KOS-07 5 2012","KOS-07",5,2012,"BMT",5.35639957031,162.946988554,"KOS-07 2012","Northwest Corner",0,0,0,0,0,0,0.247579592396606,0,0,0,0,0,0,0.692515482920921,0,0.0942457490141061,0,0,0,0,0.520410943679564,0,0,0,0,0,0,0,0.368083175912904,0,0,0,0,0.0501146427949585,0,0,0,0,0,0,0,0,0,0,0.197882576058018,0,0.732131731825329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOS-07 5 2019","KOS-07",5,2019,"PH",5.35639957031,162.946988554,"KOS-07 2019","Northwest Corner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449693962064401,0,0,0,0,0,0,0,0,0,0,0,0,0.413859963657956,0,0.54145212907578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
