island,site,year,transect.length,photographer,analyze,teams,local.id,reeftype,Acanthastrea (ACAN),Acropora (ACROP),Acropora-arborescent (ACROPARB),Acropora-bottlebrush (ACROB),Acropora-stag (ACROST),Acropora-table (ACROTBL),Alveopora (ALVEO),Astreopora (ASTRP),Caulastrea (CAUL),Coscinaraea (COSC),Ctenactis (CTEN),Cyphastrea (CYPH),Diplioastrea (DIPLO),Echinopora (ECHPO),Echinphyllia (ECHPHY),Euphyllia (EUPH),Favia (FAV),Favites (FAVT),Fungia (FUNG),Galaxea (GAL),Gardineroseris (GARD),Goniastrea (GON),Goniopora (GONIO),Halomitra (HALO),Heliopora (HELIO),Herpolitha (HERP),Hydnophora (HYD),Isopora (ISOP),Leptastrea (LEPT),Leptoria (LEPTOR),Leptoseris (LEPTOS),Lobophyllia (LOBOPH),Merulina (MERU),Millepora (MILL),Montastrea (MONT),Montipora (MONTI),Mycedium (MYCED),Oulophyllia (OULO),Oxypora (OXYP),Pachyseris (PACHY),Pavona (PAV),Pectinia (PECT),Physogyra (PHYSO),Platygyra (PLAT),PLeisastrea (PLSIA),Plerogyra (PLERO),Pocillopora (POC),Porites (POR),Porites-cylindrica (PORCYL),Porites-lichen (PORLICH),Porites-massive (PORMAS),Porites-rus (PORRUS),Psammocora (PSAM),Sandalolitha (SANDO),Scapophyllia (SCAP),Seriatopora (SERIA),Stylocoeniella (STYLC),Stylohpora (STYLO),Symphyllia (SYMP),Turbinaraea (TURBIN),Anenome (ANEM),Ascidian (ASC),Cup Sponge (CUPS),Discosoma (DISCO),Dysidea Sponge (DYS),Gorgonians (G),Not Identified Invertebrate (NOIDINV),Olive Sponge (OLV),Soft Coral (SC),Sponges (S),Terpios Sponge (TERPS),Xenid (XEN),Zoanthids (Z),Asparagopsis (ASP),Bluegreen (BG),Boodlea (BOOD),Bryopsis (BRYP),Caulerpa (CLP),Chlorodesmis (CHLDES),Dictosphyrea (DYCTY),Dictyota (DICT),Galaxura (GLXU),Halimeda (HALI),Liagora (LIAG),Lobophora (LOBO),Mastophora (MAST),Microdictyton (MICDTY),Neomeris (NEOM),Not ID Macroalgae (NOIDMAC),Padina (PAD),Peyssonnelia (PEY),Sargassum (SARG),Schizothrix (SCHIZ),Tricleocarpa (TRIC),Turbinaria (TURB),Tydemania (TYDM),Amphiroa (AMP),Branching Coralline general (BCA1),Jania (JAN),Crustose Coralline (CCA1),Rubble (RBL),Sand (SAND),Fleshy-Coralline (FCA1),Brown Chysophyte (CHRYOBRN),Turf (TURF)
Kosrae,KOS-10,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy-8,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,0.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,1.2,0,0,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6,0,0,26,0,21.6
Kosrae,KOS-16,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy 44,Outer,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,1.2,0,0.4,0,5.2,0,0,0.4,0,0,0,0,3.6,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0.8,0,0.4,1.2,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1.6,0,0,0,0,0,2,0.4,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0.8,27.2,0,13.2
Kosrae,KOS-16,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy 44,Outer,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.8,0.4,0.4,0,6,0,0,0,0,0,0,0.4,4.8,0,0,0,0,0,1.6,0,0,0,0,0,0,0,1.2,0,0,0,0,0,2,2.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,1.2,0,0,0,0,0,0.4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,41.6,0,0,22,0,8
Kosrae,KOS-16,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy 44,Outer,0,0,0,0,0,0,0,0.4,0,0,0,0,3.2,0.8,0,0,0,1.2,0,0,0,4,0,0,0,0,0,0,0,1.2,0,0,0,0,0,6.4,0,0,0,0.4,0.4,0,0,2,0,0,0.8,0,0.4,2.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.4,0,0,0,0,0,2,1.2,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,0,0,22,0,8.4
Kosrae,KOS-16,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy 44,Outer,0,0,0,0,0,0,0,0.8,0,0,0,0,1.6,0.4,0,0,0.4,0.4,0,0,0,4,0,0,0,0,0,0,0,1.2,0,0,0,0,0,3.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,2,2.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.4,0,0,0,0,0,0.4,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,36,0,0.4,30.8,0,11.6
Kosrae,KOS-16,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy 44,Outer,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0.8,0,5.6,0,0,0,0,0,0,0,1.2,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0.4,0,0,0.4,0.8,0,1.2,4.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4,0,1.2,22.8,0,8
Kosrae,KOS-24,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy-53,Outer,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0,0,4.8,0,0,0,0,0,0,0,0.4,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0.4,0,0,0.4,0,0,0.4,1.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8,0,0,19.6,0,9.2
Kosrae,KOS-24,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy-53,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.4,0,0.4,0,0,0,0,0,0,0,0.4,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8,0,0,27.6,0,8.4
Kosrae,KOS-24,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy-53,Outer,0,0.8,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.8,0,0.4,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,1.6,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8,0,0,13.6,0,13.6
Kosrae,KOS-24,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy-53,Outer,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,2,0,0,0.8,0,0,0,0,0.4,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0.4,0,0,0,0.8,0,1.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.8,2.4,0,0,0,0,0,0.8,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8,0,0,17.2,0,9.6
Kosrae,KOS-24,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy-53,Outer,0,0.8,0,0,0,0,0,0.8,0,0,0,0,0,1.2,0,0,1.6,1.6,0,1.2,0,6,0,0,0.4,0,0,0,0,3.6,0,0,0,0,0,1.6,0,0,0,0,0,0,0,2.4,0,0,0,0.4,0,2,1.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,1.6,0,0,0,0,0,2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4,0,0,12.4,0,15.6
Kosrae,KOS-9,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy-39,Outer,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.4,0,0,0,0,0.4,0,0,1.2,0,0,0,0,0,0,0,1.6,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.4,0.4,26.4,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,12.4,0,0.4,14,0,11.2
Kosrae,KOS-9,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy-39,Outer,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0.4,0,0.8,0,0,0.4,0,0,0,0,2.8,0,0,0,0,0,2,0,0,0,0,0,0,0,1.2,0,0,0,0,1.6,0,16.4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0.8,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,2.4,0,19.2,0,2.4,20,0,17.6
Kosrae,KOS-9,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy-39,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0.803212851,0,0,0,1.606425703,0,0,0,0,1.204819277,0,0,0,0,0,0,0,3.212851406,0,0,0,1.606425703,0,2.008032129,0,0,0,0,0,0,0,0,0,0,0,0,1.606425703,0,30.52208835,8.43373494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.204819277,0,3.212851406,0,0,0,0,0,0,0,0,0,0,0,0,0,2.409638554,0,0.401606426,15.26104418,0,2.409638554,14.45783133,0,9.638554217
Kosrae,KOS-9,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy-39,Outer,0,0.4,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,28.4,15.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0.4,9.6,0,13.6
Kosrae,KOS-9,2017,50m,ML,RC,UOG/CSP/KCSO/KIRMA,Buoy-39,Outer,0,0.4,0,0,0,0,0,0,0,0,0,0,4,0.4,0,0,0,0.4,0,0,0,0.8,0,0,0,0,0,0,0,0.4,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,6.8,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.8,0,0,0,0,0,1.6,0,0,0,0,0,0.4,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.8,0,16,0,3.2,7.6,0,17.2
Kosrae,KOS-3,2017,50m,KIRMA,RC,"KIRMA, CSP",Buoy-27,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408163265,0,0,0,0,0,2.857142857,0,0.408163265,0,0,0,0,0,0,0,0.408163265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632653061,0,0,21.63265306,6.530612245,0,0,0,0,0,0,0,2.040816327,0,0,0,0.408163265,0,0,0,0,0,0.408163265,0,0,0,0,0,0,0,0,0,0,0,0,7.346938776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408163265,0,23.67346939,0,0.408163265,13.46938776,0.408163265,17.55102041
Kosrae,KOS-3,2017,50m,KIRMA,RC,"KIRMA, CSP",Buoy-27,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632653061,0,0,0,0,0,1.224489796,0,1.632653061,0,0,2.448979592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.673469388,2.857142857,0,6.530612245,5.714285714,0,0,0,0,0,0,0,1.224489796,0,0,0,0.408163265,0,0,0,0,0,0.408163265,0,0,0,0,0.408163265,0,0,0,0,0,0,0,11.02040816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.75510204,0,1.632653061,17.95918367,0,13.46938776
Kosrae,KOS-3,2017,50m,KIRMA,RC,"KIRMA, CSP",Buoy-27,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,2.8,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14.4,16,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0.4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,0,1.6,15.2,0,6
Kosrae,KOS-3,2017,50m,KIRMA,RC,"KIRMA, CSP",Buoy-27,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.833333333,0,0,2.916666667,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,3.75,0,5.833333333,13.75,0,0,0,0,0,0,0,0.416666667,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.08333333,0,2.916666667,17.5,0,5.416666667
Kosrae,KOS-3,2017,50m,KIRMA,RC,"KIRMA, CSP",Buoy-27,Outer,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,14,0,1.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,2.4,2.4,0,8,7.6,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8,0,0.4,9.6,0,8
Kosrae,KOS-11,2017,50m,KIRMA,RC,"KIRMA, CSP",Buoy-TS,Outer,0,0,0,0,0,0,0,0,0,0,0,0,4.081632653,0,0,0,0,0,0,1.224489796,0,1.224489796,0,0,0,0,0,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,0.408163265,0,11.42857143,13.87755102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224489796,0,0,0,0,0.408163265,0,0,0,0,0,0,0,6.12244898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224489796,0,27.34693878,0,0,18.36734694,0,7.346938776
Kosrae,KOS-11,2017,50m,KIRMA,RC,"KIRMA, CSP",Buoy-TS,Outer,0,0,0,0,0,0,0,0,0,0,0,0,1.632653061,0,0,0,0.408163265,0,0,0.408163265,0,0,0,0,0,0,0,0,0,2.040816327,0,0,0,0,0,0.408163265,0,0,0,0,0,0,0,0,0,0,0,6.12244898,0.408163265,0,2.448979592,6.12244898,0,0,0,0,0,0,0,0,0,0,0,0.408163265,0,0,0,0,0.408163265,0.816326531,0,0,0,0,0.816326531,0,0,0,0,0,0,0,5.306122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.040816327,0,36.32653061,0,0.408163265,19.18367347,0,14.28571429
Kosrae,KOS-11,2017,50m,KIRMA,RC,"KIRMA, CSP",Buoy-TS,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0.816326531,0.408163265,0,0,0,0,0,0.816326531,0,0.408163265,0.408163265,0,0,0,0,0,0,2.040816327,0,0,0,0,0,2.448979592,0,0,0,0,0,0,0,0,0,0,0,13.06122449,0,0,4.489795918,6.530612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.20408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816326531,0,32.24489796,0,0,14.28571429,0,11.02040816
Kosrae,KOS-11,2017,50m,KIRMA,RC,"KIRMA, CSP",Buoy-TS,Outer,0,0,0,0,0,0,0,0,0,0,0,0,7.346938776,0,0,0,0,0,0,0.408163265,0,0.816326531,0,0,0,0,0,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,0.408163265,0,0,0,0,0,0,5.714285714,0.408163265,0,3.265306122,6.12244898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408163265,1.632653061,0,0,0,0,0.408163265,0,0,0,0,0,0,0,8.163265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408163265,0,35.91836735,0,0,9.387755102,0,16.32653061
Kosrae,KOS-11,2017,50m,KIRMA,RC,"KIRMA, CSP",Buoy-TS,Outer,0,0,0,0,0,0,0,0,0,0,0,0,4.897959184,0,0,0,0,0.408163265,0.408163265,0.816326531,0,0,0,0,0,0,0,0,0,2.040816327,0,0,0,0,0,0.408163265,0,0,0,0,0,0,0,0,0,0,0,15.10204082,0,0,2.448979592,5.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408163265,0,0,0,0,0,0,0,2.448979592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816326531,0,29.3877551,0,0,20,0,14.69387755
Kosrae,KOS-21,2017,50m,KIRMA,RC,"KIRMA, CSP",Yela,Inner,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,3.6,0.4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,4.4,0,15.6,2.8,0,60.4
Kosrae,KOS-21,2017,50m,KIRMA,RC,"KIRMA, CSP",Yela,Inner,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,7.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,10.4,0,16.4,7.2,0,49.2
Kosrae,KOS-21,2017,50m,KIRMA,RC,"KIRMA, CSP",Yela,Inner,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0.8,0,0,0,0,5.2,0.4,0,0.8,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,16,0,2.4,23.2,0,30.8
Kosrae,KOS-21,2017,50m,KIRMA,RC,"KIRMA, CSP",Yela,Inner,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,2.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,14.8,0,8.4,6.4,0,41.2
Kosrae,KOS-21,2017,50m,KIRMA,RC,"KIRMA, CSP",Yela,Inner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,10,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,2.4,0,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,18.4,0,4,10.4,0,32
Kosrae,KOS-1,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-16,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,9.2,0,0,1.2,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,11.6,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,2.8,0,0,0,0,1.2,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,26.8,0,1.2,15.6,0,4.4
Kosrae,KOS-1,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-16,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,11.6,7.2,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0.8,0,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,25.6,0,0.8,24.4,0,3.6
Kosrae,KOS-1,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-16,Outer,0,0,0,0,0,0,0,0,0,0.392156863,0,0,0,0,0,0,0.392156863,0,0,1.568627451,0,0,0.392156863,0,0.392156863,0,0,0,0,1.568627451,0,0,0,0.392156863,0,0,0,0,0,0,0,0,2.745098039,0,0,0,0,0.392156863,0,0,17.64705882,8.62745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.568627451,0,0,0,0,0.784313725,0,0,13.7254902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392156863,0,20.78431373,0,1.176470588,20.39215686,0,6.666666667
Kosrae,KOS-1,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-16,Outer,0,0,0,0,0,0,0,0,0,2.4,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,3.6,0,0,12.8,5.2,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0.4,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,0,1.2,19.2,0,6
Kosrae,KOS-1,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-16,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,0,0,0.888888889,0,0,0,6.666666667,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.444444444,0,10.66666667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0.444444444,0,0,0,0,7.111111111,0,0,0,0,0,0,0,17.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.88888889,0,0,14.22222222,0,9.777777778
Kosrae,KOS-3,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-27,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.20472441,0,0,1.181102362,0,0.787401575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57480315,0,0,16.53543307,6.692913386,0,0,0,0,0,0,0,0.787401575,0,0,0,0,0,0,0,0,0,0.393700787,0,0,0,0,0.393700787,0,0,0,0,0,0,0,14.17322835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393700787,0,19.68503937,0,1.57480315,19.29133858,0,4.330708661
Kosrae,KOS-3,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-27,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0,18.8,9.2,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,4,17.6,0,8
Kosrae,KOS-3,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-27,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.265306122,0.408163265,0,0,0,0.816326531,0,0,0,0,0,0,0,0,0,0,0.408163265,0,0,0,0,0,0,0,0,0,0,0,0.816326531,2.857142857,0,7.346938776,6.530612245,0,0,0,0,0,0,0,2.448979592,0,1.224489796,0,0,0,0,0,0,0.408163265,0,0,0,0,0,0.816326531,0,0,0,0,1.632653061,0,0,23.67346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14285714,0,1.632653061,19.59183673,0,8.979591837
Kosrae,KOS-3,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-27,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42857143,0,0,0.408163265,0,1.632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.265306122,0.408163265,0,4.489795918,8.163265306,0,0,0,0,0,0,0,0.408163265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224489796,0,0,0,0,0.408163265,0,0,25.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.65306122,0,1.224489796,21.2244898,0,7.346938776
Kosrae,KOS-3,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-27,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,5.6,2,0,11.2,12.4,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,0,3.6,13.2,0,4.8
