island,site,year,transect.length,photographer,analyze,teams,local.id,reeftype,Acanthastrea (ACAN),Acropora (ACROP),Acropora-arborescent (ACROPARB),Acropora-bottlebrush (ACROB),Acropora-stag (ACROST),Acropora-table (ACROTBL),Alveopora (ALVEO),Astreopora (ASTRP),Caulastrea (CAUL),Coscinaraea (COSC),Ctenactis (CTEN),Cyphastrea (CYPH),Diplioastrea (DIPLO),Echinopora (ECHPO),Echinphyllia (ECHPHY),Euphyllia (EUPH),Favia (FAV),Favites (FAVT),Fungia (FUNG),Galaxea (GAL),Gardineroseris (GARD),Goniastrea (GON),Goniopora (GONIO),Halomitra (HALO),Heliopora (HELIO),Herpolitha (HERP),Hydnophora (HYD),Isopora (ISOP),Leptastrea (LEPT),Leptoria (LEPTOR),Leptoseris (LEPTOS),Lobophyllia (LOBOPH),Merulina (MERU),Millepora (MILL),Montastrea (MONT),Montipora (MONTI),Mycedium (MYCED),Oulophyllia (OULO),Oxypora (OXYP),Pachyseris (PACHY),Pavona (PAV),Pectinia (PECT),Physogyra (PHYSO),Platygyra (PLAT),PLeisastrea (PLSIA),Plerogyra (PLERO),Pocillopora (POC),Porites (POR),Porites-cylindrica (PORCYL),Porites-lichen (PORLICH),Porites-massive (PORMAS),Porites-rus (PORRUS),Psammocora (PSAM),Sandalolitha (SANDO),Scapophyllia (SCAP),Seriatopora (SERIA),Stylocoeniella (STYLC),Stylohpora (STYLO),Symphyllia (SYMP),Turbinaraea (TURBIN),Anenome (ANEM),Ascidian (ASC),Cup Sponge (CUPS),Discosoma (DISCO),Dysidea Sponge (DYS),Gorgonians (G),Not Identified Invertebrate (NOIDINV),Olive Sponge (OLV),Soft Coral (SC),Sponges (S),Terpios Sponge (TERPS),Xenid (XEN),Zoanthids (Z),Asparagopsis (ASP),Bluegreen (BG),Boodlea (BOOD),Bryopsis (BRYP),Caulerpa (CLP),Chlorodesmis (CHLDES),Dictosphyrea (DYCTY),Dictyota (DICT),Galaxura (GLXU),Halimeda (HALI),Liagora (LIAG),Lobophora (LOBO),Mastophora (MAST),Microdictyton (MICDTY),Neomeris (NEOM),Not ID Macroalgae (NOIDMAC),Padina (PAD),Peyssonnelia (PEY),Sargassum (SARG),Schizothrix (SCHIZ),Tricleocarpa (TRIC),Turbinaria (TURB),Tydemania (TYDM),Amphiroa (AMP),Branching Coralline general (BCA1),Jania (JAN),Crustose Coralline (CCA1),Rubble (RBL),Sand (SAND),Fleshy-Coralline (FCA1),Brown Chysophyte (CHRYOBRN),Turf (TURF)
Kosrae,KOS-25,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-31 Walung,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8.8,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,4.8,0,0,7.2,3.6,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,4.8,0,0,0,0.4,0,0.4,0,0,0.4,0,0.4,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,4,31.6,0,8.8
Kosrae,KOS-25,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-31 Walung,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632653061,0,0,0,0,12.65306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224489796,0,0,0,1.224489796,0,0,8.979591837,1.224489796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224489796,0,0,0,0,0,0,0,11.02040816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408163265,0,16.32653061,0,0.816326531,28.16326531,0,15.10204082
Kosrae,KOS-25,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-31 Walung,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0.409836066,0,0,0,0.409836066,0,0,2.459016393,0,0,0,0,11.06557377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.278688525,0,0,12.29508197,4.508196721,0,0,0,0,0,0,0,4.918032787,0,0.409836066,0,0,0,0,0,0,0.409836066,0.409836066,0,0,0,0,0.819672131,0,0,0,0,0,0,0,5.327868852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98360656,0,0,32.78688525,0,4.508196721
Kosrae,KOS-25,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-31 Walung,Outer,0,0.434782609,0,0,0,0,0,0,0,0,0,0,2.608695652,0,0,0,0,0,0,8.695652174,0,0,0,0,6.52173913,0,0,0,0,0.434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434782609,0,0,0,0.869565217,0,0,4.782608696,5.217391304,0,0,0,0,0,0,0,3.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.043478261,0,0,0,0,0,0,0,8.695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.13043478,0,3.043478261,27.82608696,0,5.217391304
Kosrae,KOS-25,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-31 Walung,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,0,0,0,0,12.15686275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784313725,0,0,5.098039216,7.058823529,0,0,0,0,0,0,0,0,0,0.784313725,0,0,0,0,0,0,1.176470588,0,0,0,0,0,3.137254902,0,0,0,0,0,0,0,13.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.47058824,0,0.784313725,23.1372549,0,9.411764706
Kosrae,KOS-7,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-40,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,18.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0.4,0,0,0,0,2.4,0,0,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,13.6,0,0.8,22.4,0,5.2
Kosrae,KOS-7,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-40,Outer,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,19.6,2,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0.4,1.2,0,0,0,0,1.6,0,0,0,0,4.4,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,14,0,2,26.8,0,4.8
Kosrae,KOS-7,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-40,Outer,0,0,0,0,0,0,0,0,0,0,0,0,4.897959184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408163265,0,0,14.28571429,11.02040816,0,0,0,0,0,0,0,0,0,0.408163265,0,0,0,0,0,0,0.816326531,1.224489796,0,0,0,0,0,0,0,0,0,1.632653061,0,0,11.83673469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816326531,0,15.10204082,0,4.489795918,30.20408163,0,2.857142857
Kosrae,KOS-7,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-40,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14.4,6.8,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,2,0,0,0,0,2.4,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0,20.4,0,0.4,30,0,2
Kosrae,KOS-16,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy 44,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.4,0,0.4,0,0,0.8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0.4,0,0,6,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,2,0,0,0,0,0.4,0,0,0,0,0.8,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,30.8,0,0.4,20.4,0,10.4
Kosrae,KOS-16,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy 44,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.304347826,0,0.434782609,0,0,0,0,1.739130435,0,0.434782609,0,0.434782609,3.47826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434782609,0,0,0,0.434782609,0,0,2.608695652,2.608695652,0,0,0,0,0,0,0,0,0,0.434782609,0,0,0,0,0,0,0.434782609,1.739130435,0,0,0,0.434782609,0.434782609,0,0,0,0,0.869565217,0,0,13.91304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.34782609,0,0.434782609,20,0,13.04347826
Kosrae,KOS-16,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy 44,Outer,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0.4,0,0.8,0,0,0,0,0.4,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1.2,3.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,0,0,0,0,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,1.2,30.8,0,18
Kosrae,KOS-16,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy 44,Outer,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,2.8,0.8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2.4,29.6,0,18
Kosrae,KOS-16,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy 44,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0.392156863,0,0,0,0,0.392156863,0,0.784313725,0,0,0,0,0.784313725,0,0,0,0,0.784313725,0,0,0,0,0,0,0,0,0,0,0,0,0,1.176470588,0,0,0.784313725,0,0,0,1.568627451,1.960784314,0,0,0,0,0,0,0,0.392156863,0,1.176470588,0,0,0,0,0,0,0,0.784313725,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88235294,0,2.745098039,31.76470588,0,15.29411765
Kosrae,KOS-11,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-TS,Outer,0,0,0,0,0,0,0,0,0,0,0,0,6.382978723,0,0,0,0,0,0,0,0,0,0,0,0,0.85106383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276595745,0,0,10.21276596,14.89361702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.55319149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.27659574,0,0.425531915,17.44680851,0,4.680851064
Kosrae,KOS-11,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-TS,Outer,0,0.4,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,5.2,9.6,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.8,0,0,0.8,0,0.4,0,0,0,0,0,0,0,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,14.8,0,1.2,19.2,0,10
Kosrae,KOS-11,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-TS,Outer,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0.4,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,2,9.6,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.4,0,0,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,15.2,0,1.2,23.2,0,9.2
Kosrae,KOS-11,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-TS,Outer,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.8,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0.4,0,0,0,0,0.8,0,0,0,0,0,0,0,34.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,1.6,28,0,4
Kosrae,KOS-11,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-TS,Outer,0,0,0,0,0,0,0,0,0,0,0,0,1.568627451,0,0,0,0,0,0,0.784313725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392156863,0,0,7.058823529,13.33333333,0,0,0,0,0,0,0,0,0,0.392156863,0,0,0,0,0,0,0,0.392156863,0,0,0,0,0.784313725,0,0,0,0,0,0,0,25.88235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.03921569,0,1.960784314,23.92156863,0,5.490196078
Kosrae,KOS-17,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy 50,Outer,0,0,0,0,0,0,0,0,0,0.769230769,0,0,0,0,0,0,1.153846154,1.538461538,0,0.384615385,0,0.769230769,0,0,0,0,0.769230769,0,0,0.384615385,0,0,0,0,0,0.769230769,0,0,0,0,0.384615385,0,0,5,0,0,0,0,0,0,1.923076923,1.538461538,0,0,0,0,0.384615385,0,0,0.769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,4.615384615,0.769230769,0,0,0,0,0.769230769,0,0,3.846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.92307692,0,0,45,0,6.538461538
Kosrae,KOS-17,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy 50,Outer,0,0.754716981,0,0,0,0,0,0,0,0.377358491,0,0,0,0,0,0,0,1.132075472,0,0,0,0,0,0,0,0,0,0,0,0,0.377358491,0,0,0,0,1.509433962,0,0,0,0,0,0,0,3.773584906,0,0,0,0.754716981,0,0,4.905660377,1.132075472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377358491,0,0,0,1.509433962,1.509433962,0,0,0,0,0.377358491,0,0,6.41509434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.56603774,0,0,42.26415094,0,2.264150943
Kosrae,KOS-17,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy 50,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392156863,0,0.392156863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392156863,0,0,0,0,0,0,0,0.392156863,0,0,0,0,0,0,0.784313725,3.137254902,0,0,0,0,0,0,0,0,0,0.392156863,0,0,0,0,0,0,0.392156863,0,0,0,0,1.176470588,1.568627451,0,0,0,0,0,0,0,7.450980392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.90196078,0,0,44.31372549,0,4.31372549
Kosrae,KOS-17,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy 50,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384615385,0,0,0,0,0.384615385,0,0,0.384615385,0,0,0,0,0,0,0,0.769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538461538,0,0,0,0,0.384615385,0,0,11.53846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.92307692,0,0,47.30769231,0,5.384615385
Kosrae,KOS-17,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy 50,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,2.4,0,0,0,0,0.4,0,0,12.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,0,48.4,0,1.2
Kosrae,KOS-24,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-53,Outer,0,0,0,0,0,0.4,0,0,0,0,0,0,0.4,0,0,0,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0.4,6.4,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,12.4,0,0,0.4,0,0,0,4.8,7.2,0,0,0,0,0,0,0,0.8,0,0.4,0,0,0,0,0,0,0,0.8,0,0,0,0,0.4,0,0,0,0,0.8,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,18,0,0,28.4,0,5.6
Kosrae,KOS-24,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-53,Outer,0,0,0,0,0,0,0,0,0,0.754716981,0,0,0,0,0,0,0.377358491,1.509433962,0.377358491,0.754716981,0,0,0,0,0,0,2.641509434,0,0,4.150943396,0,0.377358491,0,0.377358491,0,0,0,0,0,0,0,0,0,12.45283019,0,0,0.754716981,1.509433962,0,0,1.132075472,1.509433962,0.377358491,0,0,0,0,0,0,11.69811321,0,0,0,0,0,0,0,0,0,0.377358491,0,0,0,0,0,0,0,0,0,1.132075472,0,0,2.641509434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377358491,0,15.09433962,0,0,32.0754717,0,7.547169811
Kosrae,KOS-24,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-53,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401606426,0,0.401606426,0,0,0,0,3.212851406,0,0,3.614457831,0,0,0,0.401606426,0,0,0,0,0,0,0,0,0,6.827309237,0,0,0.401606426,2.008032129,0,0,0.401606426,11.24497992,0,0,0,0,0,0,0,3.212851406,0,0,0,0,0,0,0,0,0,0.401606426,0,0,0,0,1.204819277,0,0,0,0,0.803212851,0,0,6.024096386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.25301205,0,0,33.33333333,0,12.85140562
Kosrae,KOS-24,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-53,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0.4,1.6,0,0,2.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,11.2,0,0,0,1.6,0,0,2,2,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,2,0,0,0,0,0.8,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,25.6,0,0,30.4,0,9.2
Kosrae,KOS-24,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",Buoy-53,Outer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.509433962,0,0.754716981,0,0.754716981,0,0,0,0,0.377358491,0,0,2.641509434,0,0,0,0,0.377358491,0,0,0,0,0,0,0,0,3.018867925,0,0,0,0,0,0,3.396226415,0.754716981,0,0,0,0,0,0,0,3.396226415,0,0,0,0,0,0,0,0,0.377358491,0.377358491,0,0,0,0,1.132075472,0,0,0,0,1.509433962,0,0,5.283018868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.47169811,0,0,34.33962264,0,4.528301887
Kosrae,KOS-28,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",UBR,Inner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1.2,0,0,59.6,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3.6,5.2,0,16.8
Kosrae,KOS-28,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",UBR,Inner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632653061,0,0,43.26530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224489796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.081632653,0,13.87755102,4.081632653,0,31.83673469
Kosrae,KOS-28,2019,50m,KCSO,AJKM,"UOG,KIRMA,KCSO",UBR,Inner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392156863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.137254902,0,0,42.74509804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.960784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.921568627,0,16.8627451,1.176470588,0,29.80392157
